FAMILY	GENUS	SPECIES	CAAB CODE
Soleidae	Aseraggodes	spp	37462902
Soleidae	Aseraggodes	bahamondei	37462019
Soleidae	Aseraggodes	corymbus	37462055
Soleidae	Aseraggodes	crypticus	37462056
Soleidae	Aseraggodes	dubius	37462048
Soleidae	Aseraggodes	haackeanus	37462020
Soleidae	Aseraggodes	klunzingeri	37462021
Soleidae	Aseraggodes	lenisquamis	37462040
Soleidae	Aseraggodes	melanospilos	37462012
Soleidae	Aseraggodes	melanostictus	37462016
Soleidae	Aseraggodes	nigrocirratus	37462049
Soleidae	Aseraggodes	normani	37462002
Soleidae	Aseraggodes	pelvicus	37462050
Soleidae	Aseraggodes	ramsaii	37462038
Gobiesocidae	Aspasmogaster	spp	37206902
Gobiesocidae	Aspasmogaster	costata	37206004
Gobiesocidae	Aspasmogaster	liorhyncha	37206005
Gobiesocidae	Aspasmogaster	occidentalis	37206006
Gobiesocidae	Aspasmogaster	tasmaniensis	37206001
Blenniidae	Aspidontus	spp	37408901
Blenniidae	Aspidontus	dussumieri	37408007
Blenniidae	Aspidontus	taeniatus	37408008
Alepocephalidae	Asquamiceps	spp	37114902
Alepocephalidae	Asquamiceps	caeruleus	37114031
Alepocephalidae	Asquamiceps	hjorti	37114004
Plesiopidae	Assessor	spp	37316901
Plesiopidae	Assessor	flavissimus	37316003
Plesiopidae	Assessor	macneilli	37316004
Pseudochromidae	Assiculoides	spp	37313902
Pseudochromidae	Assiculoides	desmonotus	37313029
Pseudochromidae	Assiculus	spp	37313903
Pseudochromidae	Assiculus	punctatus	37313012
Trichiuridae	Assurger	spp	37440903
Trichiuridae	Assurger	anzac	37440007
Cichlidae	Astatotilapia	spp	37371908
Cichlidae	Astatotilapia	burtoni	37371011
Styelidae	Asterocarpa	spp	35033902
Styelidae	Asterocarpa	humilis	35033044
Bothidae	Asterorhombus	spp	37460903
Bothidae	Asterorhombus	cocosensis	37460057
Bothidae	Asterorhombus	filifer	37460083
Bothidae	Asterorhombus	intermedius	37460046
Gobiidae	Asterropteryx	spp	37428911
Gobiidae	Asterropteryx	ensiferus	37428057
Gobiidae	Asterropteryx	ovata	37428444
Gobiidae	Asterropteryx	semipunctatus	37428058
Gobiidae	Asterropteryx	senoui	37428415
Gobiidae	Asterropteryx	spinosus	37428059
Macrouridae	Asthenomacrurus	spp	37232903
Macrouridae	Asthenomacrurus	victoris	37232038
Astronesthidae	Astronesthes	spp	37108901
Astronesthidae	Astronesthes	bilobatus	37108001
Astronesthidae	Astronesthes	boulengeri	37108003
Astronesthidae	Astronesthes	exsul	37108018
Astronesthidae	Astronesthes	ijimai	37108015
Astronesthidae	Astronesthes	illuminatus	37108801
Astronesthidae	Astronesthes	indicus	37108017
Astronesthidae	Astronesthes	indopacificus	37108004
Astronesthidae	Astronesthes	kreffti	37108019
Astronesthidae	Astronesthes	lucifer	37108005
Astronesthidae	Astronesthes	lupina	37108006
Astronesthidae	Astronesthes	niger	37108002
Astronesthidae	Astronesthes	psychrolutes	37108008
Astronesthidae	Astronesthes	splendidus	37108020
Astronesthidae	Astronesthes	trifibulatus	37108009
Cichlidae	Astronotus	spp	37371909
Cichlidae	Astronotus	ocellatus	37371012
Hydrophiidae	Astrotia	spp	2
Scyliorhinidae	Asymbolus	spp	37015902
Scyliorhinidae	Asymbolus	analis	37015027
Scyliorhinidae	Asymbolus	funebris	37015023
Scyliorhinidae	Asymbolus	occiduus	37015026
Scyliorhinidae	Asymbolus	pallidus	37015025
Scyliorhinidae	Asymbolus	parvus	37015022
Scyliorhinidae	Asymbolus	rubiginosus	37015024
Scyliorhinidae	Asymbolus	submaculatus	37015010
Scyliorhinidae	Asymbolus	vincenti	37015003
Ateleopodidae	Ateleopus	spp	37136901
Ateleopodidae	Ateleopus	japonicus	37136001
Scyliorhinidae	Atelomycterus	spp	37015903
Scyliorhinidae	Atelomycterus	fasciatus	37015005
Scyliorhinidae	Atelomycterus	macleayi	37015028
Scyliorhinidae	Atelomycterus	marnkalha	37015037
Pleuronectidae	Atheresthes	spp	37461795
Atherinidae	Atherinason	spp	37246901
Atherinidae	Atherinason	hepsetoides	37246004
Atherinidae	Atherinomorus	spp	37246902
Atherinidae	Atherinomorus	capricornensis	37246008
Atherinidae	Atherinomorus	endrachtensis	37246005
Atherinidae	Atherinomorus	lacunosus	37246009
Atherinidae	Atherinomorus	vaigiensis	37246007
Atherinidae	Atherinosoma	spp	37246903
Atherinidae	Atherinosoma	elongata	37246010
Atherinidae	Atherinosoma	microstoma	37246001
Atherinidae	Atherion	spp	37246904
Atherinidae	Atherion	elymus	37246012
Atherinidae	Atherion	maccullochi	37246013
Sciaenidae	Atractoscion	spp	37354905
Sciaenidae	Atractoscion	aequidens	37354020
Didemnidae	Atriolum	spp	35013901
Didemnidae	Atriolum	bucinum	35013211
Didemnidae	Atriolum	eversum	35013212
Didemnidae	Atriolum	glauerti	35013237
Didemnidae	Atriolum	irregulare	35013286
Didemnidae	Atriolum	lilium	35013213
Didemnidae	Atriolum	marinense	35013214
Didemnidae	Atriolum	robustum	35013001
Didemnidae	Atriolum	tubiporum	35013215
Sciaenidae	Atrobucca	spp	37354906
Sciaenidae	Atrobucca	brevis	37354012
Sciaenidae	Atrobucca	nibe	37354011
Blenniidae	Atrosalarias	spp	37408902
Blenniidae	Atrosalarias	fuscus	37408009
Carangidae	Atule	spp	37337915
Carangidae	Atule	mate	37337024
Scorpididae	Atypichthys	spp	37361901
Scorpididae	Atypichthys	latus	37361020
Scorpididae	Atypichthys	strigatus	37361010
Grammistidae	Aulacocephalus	spp	37312901
Grammistidae	Aulacocephalus	temminckii	37312003
Alepocephalidae	Aulastomatomorpha	spp	37114903
Alepocephalidae	Aulastomatomorpha	phospherops	37114038
Scyliorhinidae	Aulohalaelurus	spp	37015904
Scyliorhinidae	Aulohalaelurus	labiosus	37015029
Aulostomidae	Aulostomus	spp	37277901
Aulostomidae	Aulostomus	chinensis	37277001
Trachichthyidae	Aulotrachichthys	spp	37255901
Trachichthyidae	Aulotrachichthys	novaezelandicus	37255011
Trachichthyidae	Aulotrachichthys	pulsator	37255012
Leiognathidae	Aurigequula	spp	37341902
Leiognathidae	Aurigequula	fasciata	37341009
Leiognathidae	Aurigequula	longispina	37341004
Labridae	Austrolabrus	spp	37384907
Labridae	Austrolabrus	maculatus	37384025
Gobiidae	Austrolethops	spp	37428912
Gobiidae	Austrolethops	wardi	37428060
Sciaenidae	Austronibea	spp	37354907
Sciaenidae	Austronibea	oedogenys	37354008
Scombridae	Auxis	spp	37441915
Scombridae	Auxis	rochei	37441027
Scombridae	Auxis	thazard	37441009
Nemichthyidae	Avocettina	spp	37076901
Nemichthyidae	Avocettina	</i>cf<i> acuticeps	37076801
Nemichthyidae	Avocettina	acuticeps	37076002
Nemichthyidae	Avocettina	infans	37076003
Gobiidae	Awaous	spp	37428913
Gobiidae	Awaous	acritosus	37428061
Gobiidae	Awaous	ocellaris	37428408
Pleuronectidae	Azygopus	spp	37461902
Pleuronectidae	Azygopus	pinnifasciatus	37461002
Alepocephalidae	Bajacalifornia	spp	37114904
Alepocephalidae	Bajacalifornia	arcylepis	37114018
Alepocephalidae	Bajacalifornia	calcarata	37114019
Alepocephalidae	Bajacalifornia	megalops	37114020
Balistidae	Balistapus	spp	37465910
Balistidae	Balistapus	undulatus	37465047
Balistidae	Balistes	spp	37465911
Balistidae	Balistes	punctatus	37465750
Balistidae	Balistoides	spp	37465912
Balistidae	Balistoides	conspicillum	37465031
Balistidae	Balistoides	viridescens	37465048
Banjosidae	Banjos	spp	37322901
Banjosidae	Banjos	aculeatus	37322002
Banjosidae	Banjos	banjos	37322001
Banjosidae	Banjos	peregrinus	37322003
Bythitidae	Barathronus	spp	37228906
Bythitidae	Barathronus	maculatus	37228015
Bythitidae	Barathronus	sp. (WA)	37228804
Cyprinidae	Barbonymus	spp	37165750
Cyprinidae	Barbonymus	altus	37165751
Barbourisiidae	Barbourisia	spp	37134901
Barbourisiidae	Barbourisia	rufa	37134001
Gobiidae	Barbuligobius	spp	37428914
Gobiidae	Barbuligobius	boehlkei	37428062
Ophichthidae	Bascanichthys	spp	37068903
Ophichthidae	Bascanichthys	sibogae	37068051
Congridae	Bassanago	spp	37067903
Congridae	Bassanago	bulbiceps	37067012
Congridae	Bassanago	hirsutus	37067013
Ophidiidae	Bassozetus	spp	37228907
Ophidiidae	Bassozetus	compressus	37228050
Ophidiidae	Bassozetus	galatheae	37228051
Ophidiidae	Bassozetus	glutinosus	37228052
Ophidiidae	Bassozetus	robustus	37228053
Oikopleuridae	Bathochordaeus	spp	35203903
Oikopleuridae	Bathochordaeus	charon	35203001
Melanostomiidae	Bathophilus	spp	37109901
Melanostomiidae	Bathophilus	abarbatus	37109001
Melanostomiidae	Bathophilus	ater	37109009
Melanostomiidae	Bathophilus	indicus	37109010
Melanostomiidae	Bathophilus	longipinnis	37109003
Melanostomiidae	Bathophilus	nigerrimus	37109004
Melanostomiidae	Bathophilus	pawneei	37109005
Aploactinidae	Bathyaploactis	spp	37290905
Aploactinidae	Bathyaploactis	curtisensis	37290006
Aploactinidae	Bathyaploactis	ornatissimus	37290008
Callionymidae	Bathycallionymus	spp	37427902
Callionymidae	Bathycallionymus	bifilum	37427003
Callionymidae	Bathycallionymus	kailolae	37427041
Callionymidae	Bathycallionymus	moretonensis	37427038
Bathyclupeidae	Bathyclupea	spp	37358901
Congridae	Bathycongrus	spp	37067904
Congridae	Bathycongrus	guttulatus	37067022
Congridae	Bathycongrus	odontostomus	37067032
Congridae	Bathycongrus	retrotinctus	37067036
Bathydraconidae	Bathydraco	spp	37406903
Bathydraconidae	Bathydraco	macrolepis	37406752
Bathydraconidae	Bathydraco	marri	37406753
Bathydraconidae	Bathydraco	scotiae	37406754
Bathygadidae	Bathygadus	spp	37232904
Bathygadidae	Bathygadus	cottoides	37232030
Bathygadidae	Bathygadus	furvescens	37232098
Bathygadidae	Bathygadus	spongiceps	37232077
Gobiidae	Bathygobius	spp	37428915
Gobiidae	Bathygobius	coalitus	37428064
Gobiidae	Bathygobius	cocosensis	37428065
Gobiidae	Bathygobius	cotticeps	37428066
Gobiidae	Bathygobius	cyclopterus	37428067
Gobiidae	Bathygobius	fuscus	37428068
Gobiidae	Bathygobius	krefftii	37428069
Gobiidae	Bathygobius	laddi	37428070
Gobiidae	Bathygobius	meggitti	37428071
Bathylagidae	Bathylagichthys	spp	37098901
Bathylagidae	Bathylagichthys	australis	37098003
Bathylagidae	Bathylagichthys	greyae	37098004
Bathylagidae	Bathylagichthys	kobylianskyi	37098010
Bathylagidae	Bathylagichthys	longipinnis	37098009
Bathylagidae	Bathylagichthys	problematicus	37098008
Bathylagidae	Bathylagoides	spp	37098902
Bathylagidae	Bathylagoides	argyrogaster	37098001
Bathylagidae	Bathylagus	spp	37098903
Bathylagidae	Bathylagus	antarcticus	37098002
Ipnopidae	Bathymicrops	spp	37123904
Ipnopidae	Bathymicrops	sp.	37123012
Styelidae	Bathyoncus	spp	35033918
Styelidae	Bathyoncus	lanatus	35033117
Pyuridae	Bathypera	spp	35032902
Pyuridae	Bathypera	hastaefera	35032058
Pyuridae	Bathypera	splendens	35032049
Triacanthodidae	Bathyphylax	spp	37464901
Triacanthodidae	Bathyphylax	bombifrons	37464010
Alepocephalidae	Bathyprion	spp	37114905
Alepocephalidae	Bathyprion	danae	37114021
Ipnopidae	Bathypterois	spp	37123901
Ipnopidae	Bathypterois	andriashevi	37123009
Ipnopidae	Bathypterois	filiferus	37123011
Ipnopidae	Bathypterois	grallator	37123007
Ipnopidae	Bathypterois	guentheri	37123005
Ipnopidae	Bathypterois	longifilis	37123002
Ipnopidae	Bathypterois	longipes	37123003
Ipnopidae	Bathypterois	parini	37123010
Ipnopidae	Bathypterois	ventralis	37123006
Arhynchobatidae	Bathyraja	spp	37031902
Arhynchobatidae	Bathyraja	eatonii	37031750
Arhynchobatidae	Bathyraja	ishiharai	37031016
Arhynchobatidae	Bathyraja	maccaini	37031751
Arhynchobatidae	Bathyraja	murrayi	37031048
Arhynchobatidae	Bathyraja	richardsoni	37031046
Bathysauroididae	Bathysauroides	spp	37120901
Bathysauroididae	Bathysauroides	gigas	37120007
Bathysauropsidae	Bathysauropsis	spp	37120902
Bathysauropsidae	Bathysauropsis	gracilis	37120018
Bathysauridae	Bathysaurus	spp	37118902
Bathysauridae	Bathysaurus	ferox	37118019
Bathysauridae	Bathysaurus	mollis	37118031
Labracoglossidae	Bathystethus	spp	37332901
Labracoglossidae	Bathystethus	cultratus	37332001
Dasyatidae	Bathytoshia	spp	37035910
Dasyatidae	Bathytoshia	brevicaudata	37035001
Dasyatidae	Bathytoshia	lata	37035002
Alepocephalidae	Bathytroctes	spp	37114906
Alepocephalidae	Bathytroctes	squamosus	37114027
Alepocephalidae	Bathytroctes	zugmayeri	37114028
Ipnopidae	Bathytyphlops	spp	37123902
Ipnopidae	Bathytyphlops	marionae	37123008
Congridae	Bathyuroconger	spp	37067905
Congridae	Bathyuroconger	vicinus	37067033
Batrachoididae	Batrachomoeus	spp	37205901
Batrachoididae	Batrachomoeus	dahli	37205007
Batrachoididae	Batrachomoeus	dubius	37205008
Batrachoididae	Batrachomoeus	occidentalis	37205001
Batrachoididae	Batrachomoeus	rubricephalus	37205009
Batrachoididae	Batrachomoeus	trispinosus	37205003
Acanthoclinidae	Beliops	spp	37319901
Acanthoclinidae	Beliops	xanthokrossos	37319001
Acanthoclinidae	Belonepterygion	spp	37319902
Acanthoclinidae	Belonepterygion	fasciolatum	37319002
Grammistidae	Belonoperca	spp	37312902
Grammistidae	Belonoperca	chabanaudi	37312005
Sebastidae	Bembradium	spp	37287908
Platycephalidae	Bembras	spp	37296905
Platycephalidae	Bembras	longipinnis	37296026
Platycephalidae	Bembras	macrolepis	37296048
Platycephalidae	Bembras	megacephala	37296049
Percophidae	Bembrops	spp	37393902
Percophidae	Bembrops	caudimacula	37393013
Percophidae	Bembrops	curvatura	37393012
Percophidae	Bembrops	filifera	37393005
Percophidae	Bembrops	morelandi	37393014
Percophidae	Bembrops	nelsoni	37393015
Percophidae	Bembrops	philippinus	37393001
Percophidae	Bembrops	platyrhynchus	37393016
Scopelarchidae	Benthalbella	spp	37131901
Scopelarchidae	Benthalbella	elongata	37131750
Scopelarchidae	Benthalbella	infans	37131001
Scopelarchidae	Benthalbella	macropinna	37131751
Ophidiidae	Benthocometes	spp	37228909
Ophidiidae	Benthocometes	australiensis	37228111
Trichiuridae	Benthodesmus	spp	37440904
Trichiuridae	Benthodesmus	elongatus	37440001
Trichiuridae	Benthodesmus	macrophthalmus	37440016
Trichiuridae	Benthodesmus	tuckeri	37440011
Trichiuridae	Benthodesmus	vityazi	37440008
Myctophidae	Benthosema	spp	37122902
Myctophidae	Benthosema	fibulatum	37122078
Myctophidae	Benthosema	pterotum	37122079
Myctophidae	Benthosema	suborbitale	37122024
Berycidae	Beryx	spp	37258901
Berycidae	Beryx	decadactylus	37258001
Berycidae	Beryx	splendens	37258002
Osphronemidae	Betta	spp	37453902
Osphronemidae	Betta	splendens	37453002
Syngnathidae	Bhanotia	spp	37282902
Syngnathidae	Bhanotia	fasciolata	37282104
Bythitidae	Bidenichthys	spp	37228929
Bythitidae	Bidenichthys	paxtoni	37228030
Terapontidae	Bidyanus	spp	37321903
Terapontidae	Bidyanus	bidyanus	37321008
Terapontidae	Bidyanus	welchi	37321010
Congridae	Blachea	spp	37067906
Congridae	Blachea	xenobranchialis	37067010
Ammodytidae	Bleekeria	spp	37425902
Ammodytidae	Bleekeria	mitsukurii	37425001
Ammodytidae	Bleekeria	viridianguilla	37425002
Blenniidae	Blenniella	spp	37408903
Blenniidae	Blenniella	bilitonensis	37408088
Blenniidae	Blenniella	chrysospilos	37408042
Blenniidae	Blenniella	cyanostigma	37408102
Blenniidae	Blenniella	paula	37408048
Blenniidae	Blenniella	periophthalmus	37408049
Congrogadidae	Blennodesmus	spp	37411901
Congrogadidae	Blennodesmus	scapularis	37411003
Labridae	Bodianus	spp	37384904
Labridae	Bodianus	anthioides	37384052
Labridae	Bodianus	axillaris	37384053
Labridae	Bodianus	bilunulatus	37384054
Labridae	Bodianus	bimaculatus	37384055
Labridae	Bodianus	cylindriatus	37384198
Labridae	Bodianus	diana	37384056
Labridae	Bodianus	dictynna	37384199
Labridae	Bodianus	flavifrons	37384062
Labridae	Bodianus	flavipinnis	37384035
Labridae	Bodianus	frenchii	37384057
Labridae	Bodianus	izuensis	37384058
Labridae	Bodianus	loxozonus	37384059
Labridae	Bodianus	mesothorax	37384060
Labridae	Bodianus	opercularis	37384214
Labridae	Bodianus	paraleucosticticus	37384212
Labridae	Bodianus	perditio	37384007
Labridae	Bodianus	rubrisos	37384200
Labridae	Bodianus	solatus	37384201
Labridae	Bodianus	unimaculatus	37384061
Labridae	Bodianus	vulpinus	37384001
Scaridae	Bolbometopon	spp	37386901
Scaridae	Bolbometopon	muricatum	37386004
Gobiidae	Boleophthalmus	spp	37428916
Gobiidae	Boleophthalmus	birdsongi	37428072
Gobiidae	Boleophthalmus	caeruleomaculatus	37428073
Myctophidae	Bolinichthys	spp	37122903
Myctophidae	Bolinichthys	distofax	37122108
Myctophidae	Bolinichthys	indicus	37122074
Myctophidae	Bolinichthys	longipes	37122025
Myctophidae	Bolinichthys	nikolayi	37122026
Myctophidae	Bolinichthys	photothorax	37122027
Myctophidae	Bolinichthys	pyrsobolus	37122080
Myctophidae	Bolinichthys	supralateralis	37122028
Gonostomatidae	Bonapartia	spp	37106901
Gonostomatidae	Bonapartia	pedaliota	37106012
Astronesthidae	Borostomias	spp	37108902
Astronesthidae	Borostomias	antarcticus	37108010
Astronesthidae	Borostomias	mononema	37108011
Percichthyidae	Bostockia	spp	37311918
Percichthyidae	Bostockia	porosa	37311168
Eleotridae	Bostrychus	spp	37429902
Eleotridae	Bostrychus	sinensis	37429011
Eleotridae	Bostrychus	zonatus	37429012
Bothidae	Bothus	spp	37460904
Bothidae	Bothus	mancus	37460047
Bothidae	Bothus	myriaster	37460042
Bothidae	Bothus	pantherinus	37460048
Bothidae	Bothus	swio	37460073
Styelidae	Botryllocarpa	spp	35033903
Styelidae	Botryllocarpa	elongata	35033009
Styelidae	Botrylloides	spp	35033901
Styelidae	Botrylloides	anceps	35033001
Styelidae	Botrylloides	leachii	35033002
Styelidae	Botrylloides	perspicuus	35033003
Styelidae	Botrylloides	saccus	35033102
Styelidae	Botrylloides	violaceus	35033004
Styelidae	Botryllus	spp	35033904
Styelidae	Botryllus	purpureus	35033005
Styelidae	Botryllus	schlosseri	35033006
Styelidae	Botryllus	stewartensis	35033007
Styelidae	Botryllus	tuberatus	35033008
Bovichtidae	Bovichtus	spp	37403901
Bovichtidae	Bovichtus	angustifrons	37403001
Triglidae	Bovitrigla	spp	37288904
Triglidae	Bovitrigla	leptacanthus	37288014
Brachaeluridae	Brachaelurus	spp	37013901
Brachaeluridae	Brachaelurus	colcloughi	37013013
Brachaeluridae	Brachaelurus	waddi	37013007
Monacanthidae	Brachaluteres	spp	37465913
Monacanthidae	Brachaluteres	jacksonianus	37465025
Monacanthidae	Brachaluteres	taylori	37465049
Brachionichthyidae	Brachionichthys	spp	37209901
Brachionichthyidae	Brachionichthys	australis	37209005
Brachionichthyidae	Brachionichthys	hirsutus	37209002
Brachionichthyidae	Brachiopsilus	spp	37209902
Brachionichthyidae	Brachiopsilus	dianthus	37209009
Brachionichthyidae	Brachiopsilus	dossenus	37209010
Brachionichthyidae	Brachiopsilus	ziebelli	37209006
Soleidae	Brachirus	spp	37462903
Soleidae	Brachirus	annularis	37462014
Soleidae	Brachirus	aspilos	37462035
Soleidae	Brachirus	breviceps	37462022
Soleidae	Brachirus	fitzroiensis	37462023
Soleidae	Brachirus	muelleri	37462007
Soleidae	Brachirus	nigra	37462017
Soleidae	Brachirus	orientalis	37462024
Soleidae	Brachirus	salinarum	37462025
Soleidae	Brachirus	selheimi	37462026
Soleidae	Brachirus	setifer	37462008
Tripterygiidae	Brachynectes	spp	37415902
Tripterygiidae	Brachynectes	fasciatus	37415001
Citharidae	Brachypleura	spp	37458901
Citharidae	Brachypleura	novaezeelandiae	37458001
Pteroidae	Brachypterois	spp	37287909
Pteroidae	Brachypterois	curvispina	37287140
Pteroidae	Brachypterois	serrulifer	37287101
Ophichthidae	Brachysomophis	spp	37068904
Ophichthidae	Brachysomophis	cirrocheilos	37068011
Ophichthidae	Brachysomophis	crocodilinus	37068038
Ophichthidae	Brachysomophis	henshawi	37068044
Bramidae	Brama	spp	37342900
Bramidae	Brama	australis	37342010
Bramidae	Brama	brama	37342001
Bramidae	Brama	dussumieri	37342011
Bramidae	Brama	myersi	37342012
Bramidae	Brama	orcini	37342004
Bramidae	Brama	pauciradiata	37342009
Malacanthidae	Branchiostegus	spp	37331901
Malacanthidae	Branchiostegus	australiensis	37331002
Malacanthidae	Branchiostegus	hedlandensis	37331003
Malacanthidae	Branchiostegus	paxtoni	37331004
Malacanthidae	Branchiostegus	sawakinensis	37331001
Malacanthidae	Branchiostegus	serratus	37331005
Malacanthidae	Branchiostegus	wardi	37331006
Branchiostomidae	Branchiostoma	spp	36210901
Branchiostomidae	Branchiostoma	belcheri	36210001
Branchiostomidae	Branchiostoma	minucauda	36210002
Branchiostomidae	Branchiostoma	moretonensis	36210003
Bregmacerotidae	Bregmaceros	spp	37225901
Bregmacerotidae	Bregmaceros	atlanticus	37225003
Bregmacerotidae	Bregmaceros	japonicus	37225004
Bregmacerotidae	Bregmaceros	mcclellandi	37225002
Bregmacerotidae	Bregmaceros	nectabanus	37225005
Bregmacerotidae	Bregmaceros	pseudolanceolatus	37225007
Bregmacerotidae	Bregmaceros	rarisquamosus	37225006
Polycitoridae	Brevicollus	spp	35018901
Polycitoridae	Brevicollus	tuberatus	35018001
Bythitidae	Brosmophyciops	spp	37228911
Bythitidae	Brosmophyciops	pautzkei	37228016
Ophidiidae	Brotula	spp	37228912
Ophidiidae	Brotula	multibarbata	37228012
Ophidiidae	Brotulotaenia	spp	37228913
Ophidiidae	Brotulotaenia	crassa	37228013
Ophidiidae	Brotulotaenia	sp. A	37228017
Gobiidae	Bryaninops	spp	37428917
Gobiidae	Bryaninops	amplus	37428075
Gobiidae	Bryaninops	annella	37428418
Gobiidae	Bryaninops	erythrops	37428076
Gobiidae	Bryaninops	isis	37428077
Gobiidae	Bryaninops	loki	37428078
Gobiidae	Bryaninops	natans	37428079
Gobiidae	Bryaninops	nexus	37428080
Gobiidae	Bryaninops	ridens	37428081
Gobiidae	Bryaninops	tectus	37428419
Gobiidae	Bryaninops	tigris	37428082
Gobiidae	Bryaninops	yongei	37428083
Diceratiidae	Bufoceratias	spp	37214901
Diceratiidae	Bufoceratias	</i>cf<i> thele	37214004
Syngnathidae	Bulbonaricus	spp	37282903
Syngnathidae	Bulbonaricus	brauni	37282037
Syngnathidae	Bulbonaricus	davaoensis	37282038
Eleotridae	Bunaka	spp	37429903
